Region	Time	Type of Visa	NOM Arrivals	NOM Departures	NOM
Australian Capital Territory	2006	Permanent visa - Other permanent visas	50	50	0
Australian Capital Territory	2006	New Zealand Citizen (subclass 444)	300	120	180
Australian Capital Territory	2006	Australian Citizen	1970	2690	-710
Australian Capital Territory	2006	Other Visas	450	310	140
Australian Capital Territory	2007	Total 	6580	4700	1880
Australian Capital Territory	2007	Temporary visa - Total	3020	1270	1750
Australian Capital Territory	2007	Temporary visa - Vocational Education and Training sector	150	30	120
Australian Capital Territory	2007	Temporary visa - Higher education sector	960	360	600
Australian Capital Territory	2007	Temporary visa - Student other	630	380	260
Australian Capital Territory	2007	Temporary visa - Temporary work skilled (subclass 457)	510	130	390
Australian Capital Territory	2007	Temporary visa - Visitor	500	170	330
Australian Capital Territory	2007	Temporary visa - Working Holiday	140	20	120
Australian Capital Territory	2007	Temporary visa - Other temporary visas	120	190	-60
Australian Capital Territory	2007	Permanent visa - Total	1040	230	820
Australian Capital Territory	2007	Permanent visa - Family	420	70	350
Australian Capital Territory	2007	Permanent visa - Skill	460	110	350
Australian Capital Territory	2007	Permanent visa - Special Eligibility and humanitarian	120	0	120
Australian Capital Territory	2007	Permanent visa - Other permanent visas	40	50	0
Australian Capital Territory	2007	New Zealand Citizen (subclass 444)	280	150	130
Australian Capital Territory	2007	Australian Citizen	1950	2710	-760
Australian Capital Territory	2007	Other Visas	300	340	-40
Australian Capital Territory	2008	Total 	8040	4710	3330
Australian Capital Territory	2008	Temporary visa - Total	3690	1390	2310
Australian Capital Territory	2008	Temporary visa - Vocational Education and Training sector	270	30	240
Australian Capital Territory	2008	Temporary visa - Higher education sector	1220	320	900
Australian Capital Territory	2008	Temporary visa - Student other	660	450	210
Australian Capital Territory	2008	Temporary visa - Temporary work skilled (subclass 457)	600	160	440
Australian Capital Territory	2008	Temporary visa - Visitor	610	220	400
Australian Capital Territory	2008	Temporary visa - Working Holiday	180	30	160
Australian Capital Territory	2008	Temporary visa - Other temporary visas	140	180	-40
Australian Capital Territory	2008	Permanent visa - Total	1380	230	1150
Australian Capital Territory	2008	Permanent visa - Family	490	90	400
Australian Capital Territory	2008	Permanent visa - Skill	640	70	570
Australian Capital Territory	2008	Permanent visa - Special Eligibility and humanitarian	200	0	200
Australian Capital Territory	2008	Permanent visa - Other permanent visas	50	70	-20
Australian Capital Territory	2008	New Zealand Citizen (subclass 444)	360	140	220
Australian Capital Territory	2008	Australian Citizen	2220	2680	-460
Australian Capital Territory	2008	Other Visas	380	280	110
Australian Capital Territory	2009	Total 	8560	4890	3670
Australian Capital Territory	2009	Temporary visa - Total	4080	1580	2500
Australian Capital Territory	2009	Temporary visa - Vocational Education and Training sector	380	40	340
Australian Capital Territory	2009	Temporary visa - Higher education sector	1500	490	1010
Australian Capital Territory	2009	Temporary visa - Student other	700	430	270
Australian Capital Territory	2009	Temporary visa - Temporary work skilled (subclass 457)	600	160	440
Australian Capital Territory	2009	Temporary visa - Visitor	570	200	380
Australian Capital Territory	2009	Temporary visa - Working Holiday	220	50	170
Australian Capital Territory	2009	Temporary visa - Other temporary visas	110	210	-100
Australian Capital Territory	2009	Permanent visa - Total	1500	270	1240
Australian Capital Territory	2009	Permanent visa - Family	530	80	450
Australian Capital Territory	2009	Permanent visa - Skill	760	120	640
Australian Capital Territory	2009	Permanent visa - Special Eligibility and humanitarian	170	0	170
Australian Capital Territory	2009	Permanent visa - Other permanent visas	40	70	-20
Australian Capital Territory	2009	New Zealand Citizen (subclass 444)	320	170	140
Australian Capital Territory	2009	Australian Citizen	2290	2540	-250
Australian Capital Territory	2009	Other Visas	370	330	40
Australian Capital Territory	2010	Total 	7550	5550	2000
Australian Capital Territory	2010	Temporary visa - Total	3610	2030	1580
Australian Capital Territory	2010	Temporary visa - Vocational Education and Training sector	140	90	50
Australian Capital Territory	2010	Temporary visa - Higher education sector	1330	690	640
Australian Capital Territory	2010	Temporary visa - Student other	710	460	250
Australian Capital Territory	2010	Temporary visa - Temporary work skilled (subclass 457)	460	210	260
Australian Capital Territory	2010	Temporary visa - Visitor	610	210	400
Australian Capital Territory	2010	Temporary visa - Working Holiday	230	110	120
Australian Capital Territory	2010	Temporary visa - Other temporary visas	140	270	-120
Australian Capital Territory	2010	Permanent visa - Total	1100	300	800
Australian Capital Territory	2010	Permanent visa - Family	460	100	360
Australian Capital Territory	2010	Permanent visa - Skill	490	130	360
Australian Capital Territory	2010	Permanent visa - Special Eligibility and humanitarian	110	0	110
Australian Capital Territory	2010	Permanent visa - Other permanent visas	50	70	-10
Australian Capital Territory	2010	New Zealand Citizen (subclass 444)	400	180	220
Australian Capital Territory	2010	Australian Citizen	2060	2640	-580
Australian Capital Territory	2010	Other Visas	390	410	-20
Australian Capital Territory	2011	Total 	7930	5560	2370
Australian Capital Territory	2011	Temporary visa - Total	3660	2300	1360
Australian Capital Territory	2011	Temporary visa - Vocational Education and Training sector	140	70	70
Australian Capital Territory	2011	Temporary visa - Higher education sector	1130	940	190
Australian Capital Territory	2011	Temporary visa - Student other	650	480	170
Australian Capital Territory	2011	Temporary visa - Temporary work skilled (subclass 457)	680	160	520
Australian Capital Territory	2011	Temporary visa - Visitor	620	220	410
Australian Capital Territory	2011	Temporary visa - Working Holiday	300	70	230
Australian Capital Territory	2011	Temporary visa - Other temporary visas	150	360	-210
Australian Capital Territory	2011	Permanent visa - Total	1350	250	1100
Australian Capital Territory	2011	Permanent visa - Family	500	80	420
Australian Capital Territory	2011	Permanent visa - Skill	690	120	570
Australian Capital Territory	2011	Permanent visa - Special Eligibility and humanitarian	100	0	100
Australian Capital Territory	2011	Permanent visa - Other permanent visas	60	50	10
Australian Capital Territory	2011	New Zealand Citizen (subclass 444)	480	160	320
Australian Capital Territory	2011	Australian Citizen	2060	2530	-470
Australian Capital Territory	2011	Other Visas	380	320	60
Australian Capital Territory	2012	Total 	8830	5810	3020
Australian Capital Territory	2012	Temporary visa - Total	4180	2520	1660
Australian Capital Territory	2012	Temporary visa - Vocational Education and Training sector	180	70	110
Australian Capital Territory	2012	Temporary visa - Higher education sector	1240	1110	140
Australian Capital Territory	2012	Temporary visa - Student other	750	490	250
Australian Capital Territory	2012	Temporary visa - Temporary work skilled (subclass 457)	760	180	580
Australian Capital Territory	2012	Temporary visa - Visitor	630	160	470
Australian Capital Territory	2012	Temporary visa - Working Holiday	390	110	270
Australian Capital Territory	2012	Temporary visa - Other temporary visas	230	400	-160
Australian Capital Territory	2012	Permanent visa - Total	1490	250	1240
Australian Capital Territory	2012	Permanent visa - Family	550	100	460
Australian Capital Territory	2012	Permanent visa - Skill	820	80	740
Australian Capital Territory	2012	Permanent visa - Special Eligibility and humanitarian	60	0	60
Australian Capital Territory	2012	Permanent visa - Other permanent visas	60	70	-10
Australian Capital Territory	2012	New Zealand Citizen (subclass 444)	520	160	360
Australian Capital Territory	2012	Australian Citizen	2080	2560	-480
Australian Capital Territory	2012	Other Visas	560	320	240
Australian Capital Territory	2013	Total 	8180	6250	1920
Australian Capital Territory	2013	Temporary visa - Total	4070	2660	1410
Australian Capital Territory	2013	Temporary visa - Vocational Education and Training sector	150	80	60
Australian Capital Territory	2013	Temporary visa - Higher education sector	1350	1020	330
Australian Capital Territory	2013	Temporary visa - Student other	760	560	200
Australian Capital Territory	2013	Temporary visa - Temporary work skilled (subclass 457)	580	220	370
Australian Capital Territory	2013	Temporary visa - Visitor	650	220	430
Australian Capital Territory	2013	Temporary visa - Working Holiday	380	150	230
Australian Capital Territory	2013	Temporary visa - Other temporary visas	210	420	-200
Australian Capital Territory	2013	Permanent visa - Total	1550	310	1240
Australian Capital Territory	2013	Permanent visa - Family	540	110	440
Australian Capital Territory	2013	Permanent visa - Skill	780	130	650
Australian Capital Territory	2013	Permanent visa - Special Eligibility and humanitarian	140	0	140
Australian Capital Territory	2013	Permanent visa - Other permanent visas	90	80	10
Australian Capital Territory	2013	New Zealand Citizen (subclass 444)	400	220	180
Australian Capital Territory	2013	Australian Citizen	1980	2780	-790
Australian Capital Territory	2013	Other Visas	170	280	-110
